Frame number,1840
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.218,-40176.9,-13294.7,557.562,17790.1,2277.89,-2817.79
0.219,-39728,-13386.2,614.222,17882.1,2383.93,-2758
0.22,-40130.1,-13233.9,661.245,18039.2,2300.01,-2752.76
0.221,-39921.5,-13191.1,594.658,17650.6,2335.87,-2837.81
0.222,-39679.7,-13384.5,563.509,17693.4,2039.83,-2870.17
0.223,-39858.3,-13548.6,573.558,17981.1,2089.57,-2808.87
0.224,-39809.5,-13490.3,557.613,18098.5,2122.21,-2890.06
0.225,-39966.1,-13264.5,556.622,17848.5,2239.38,-2814.8
0.226,-39717.2,-13640.5,577.255,17905.1,2263.38,-2916.86
0.227,-39964.4,-13355.1,577.816,17755.8,2363.46,-2861.92
0.228,-39978.4,-13584.8,508.907,17798.9,2054.65,-2808.14
0.229,-39677.1,-13480.9,488.027,17843.9,2110.51,-2789.52
0.23,-39877.3,-13592.3,606.573,17948.2,2093.01,-2807.63
0.231,-39878.9,-13582.2,624.569,17898.5,2223.41,-2934.67
0.232,-40022.9,-13614.2,573.565,18144.6,2104.9,-2787.47
0.233,-39935.2,-13708.3,591.194,18118.8,2070.57,-2906.78
0.234,-39678.4,-13553.1,561.658,17874.9,2280.52,-2837.59
0.235,-40069.1,-13825.6,568.382,17917,2287.54,-2794.65
0.236,-39734.7,-13509.2,489.19,17898.8,2274.79,-2957.43
0.237,-39561.6,-13600.3,470.887,18060.2,2260.06,-2754.02
0.238,-39610.4,-13594.9,575.573,17913.2,2312.66,-2773.33
0.239,-39912.5,-13772.1,471.723,17809.6,2184.62,-2872.52
0.24,-39868.1,-13573.1,524.129,17911.9,2206.88,-2976.05
0.241,-39872.9,-13646,402.112,17858.6,2546.07,-2868.01
0.242,-39813.6,-13679.6,519.583,17866,2096.55,-2808.33
0.243,-39770.3,-13777.4,522.09,18023.1,2156.5,-2807.97
0.244,-39608.5,-13612.6,524.071,18115.3,2338.49,-2855.8
0.245,-39837.3,-13771.8,468.402,18080.8,2176.36,-2829.32
0.246,-39514.1,-13608.2,526.565,18100.2,2141.65,-2847.74
0.247,-39764.5,-13599.2,492.296,17962.9,2263.14,-2793.76
0.248,-39955.4,-13732.7,470.086,17970.5,2142.54,-2745.4
0.249,-39623.8,-13651.1,487.803,18128.4,2301.69,-2912.99
0.25,-39607.6,-13693.5,401.609,18129,2233.61,-2751.38
0.251,-39657.2,-13713,451.223,18021.9,2211.98,-2769.31
0.252,-39757.8,-13693.3,518.187,17918.2,2295.29,-2914.56
0.253,-39706.1,-13592.8,455.64,18072.7,2268.93,-2773.31
0.254,-39762.5,-13758.3,506.01,17980.6,2284.43,-2892.68
0.255,-39560.7,-13535.3,474.744,17758.8,2300.08,-2857.89
0.256,-39906.8,-13834.6,521.275,17809.3,2204.55,-2771.1
0.257,-39625.1,-13452.9,562.401,17983.4,2302.66,-2731.68
0.258,-39649.8,-13516.6,529.361,17875.6,2332.5,-2833.36
0.259,-39765.2,-13482.7,557.921,18075.5,2276.32,-2873.76
0.26,-39880.4,-13581.4,490.594,17885.3,2214.4,-2792.53
0.261,-39857.9,-13624.1,553.99,18091.8,2253.1,-2892.55
0.262,-39712.1,-13553.8,526.97,18323.8,2379.3,-2796.11
0.263,-39890.7,-13491.5,490.899,18039.9,2212.8,-2727.61
0.264,-40009.3,-13608.3,570.902,18079,2188.58,-2826.99
0.265,-39828.2,-13439.2,578.069,17938.9,2290.33,-2874.67
0.266,-39598.6,-13405.4,580.486,18116.8,2179.43,-2809.07
0.267,-39817.4,-13545.8,573.875,17882.6,2287.78,-2794.5
0.268,-39575.7,-13599,595.592,18217.5,2161.51,-2866.57
0.269,-39780.5,-13454.4,544.556,17988.1,2132.57,-2808.2
