Frame number,1756
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.15,-14440.1,4580.97,5064.52,13772.7,11493.2,-2283.9
0.151,-14280,4539.99,5178.32,13902.5,11335.9,-2210.27
0.152,-14436.2,4439.91,5137.15,14000.7,11278.4,-2204.79
0.153,-14479.5,4523.17,5170.49,14107.3,11286.7,-2275.49
0.154,-14447.2,4596.03,5240.95,14013.9,11251.8,-2323.82
0.155,-14431.5,4668.47,5277.77,14089.7,11268.4,-2359.26
0.156,-14494.2,4837.39,5368.5,14187.8,11256.7,-2345.14
0.157,-14600.9,4762.61,5353.41,14310.1,11197.2,-2402.86
0.158,-14780.6,4877.43,5483.51,14327.4,11279.2,-2350.93
0.159,-14775.2,4910.89,5546.14,14380,11295,-2380.87
0.16,-14773.2,5008.58,5539.29,14342.5,11232.6,-2444.08
0.161,-14635.5,5127.92,5642.74,14614.4,11195.3,-2515.63
0.162,-14614.6,5306.83,5636.38,14522.2,11266.3,-2556.25
0.163,-14732.5,5268.08,5624.88,14542.9,11373.9,-2589.52
0.164,-14680.6,5447.67,5765.39,14507.4,11287.3,-2632.51
0.165,-14554.2,5497.43,5714.96,14908.1,11299,-2618.37
0.166,-14849.8,5457.48,5792.72,14642,11316.2,-2717.47
0.167,-14786.4,5517.55,5853.23,14595.4,11447.8,-2742.19
0.168,-14709.9,5625.26,5817.46,14694.6,11499.5,-2813.21
0.169,-14613.1,5702.46,5835.61,15004.1,11379.3,-2898.88
0.17,-14585.1,5879.69,5853.28,15260.6,11353.3,-2863.87
0.171,-14380,5855.54,5902.66,15005.9,11468,-2962.05
0.172,-14414.8,5801.53,5990.81,14842.7,11557.2,-3008.25
0.173,-14518,5964.59,5923.21,14935.1,11551.4,-3044.15
0.174,-14538.1,6150.34,5942.31,14984.1,11567.3,-3050.74
0.175,-14562.9,6045.91,6035.66,15082.2,11568.3,-3144.14
0.176,-14605.5,5965.6,5976.01,15423,11622.1,-3135.19
0.177,-14721.9,6227.18,6101.16,15351.3,11619.9,-3220.31
0.178,-14541,6531.31,6122.58,15143.9,11678.3,-3373
0.179,-14364.6,6512.76,6132.16,15239.1,11650.1,-3394.62
0.18,-14420.5,6636.06,6170.28,15447.8,11704.3,-3379.58
0.181,-14494.4,6507.19,6134.81,15461,11633.6,-3466.78
0.182,-14460.1,6663.11,6179.09,15578.5,11634.7,-3494.85
0.183,-14333.2,6789.23,6300.23,15562.4,11747,-3556.82
0.184,-14321.6,6707.5,6274.68,15396.5,11809.2,-3619.33
0.185,-14215.8,6863.67,6283.26,15411.6,11810.5,-3618.07
0.186,-14256.8,7111.88,6274.15,15524.4,11858.6,-3596.35
0.187,-14162.3,7065.26,6186.53,15655.9,11926.5,-3616.38
0.188,-14095.9,7189.41,6252.83,15640.6,12029.8,-3656.25
0.189,-14075.7,7265.92,6225.99,15500.3,12162.6,-3723.5
